record_id,url,domain,label,source
phish_969f6559c165,http://cskh-ca-nhan-vpbank.com,cskh-ca-nhan-vpbank.com,1,local_blacklist
phish_1697efcbe552,http://cskh-techcombank.com,cskh-techcombank.com,1,local_blacklist
phish_0a12b11ef013,http://cskh-the-vpbank.com,cskh-the-vpbank.com,1,local_blacklist
phish_6f6a51abfcfd,http://cskh-vib-canhan.com,cskh-vib-canhan.com,1,local_blacklist
phish_8754c03a9b57,http://cskh-vib.ho-tro-tin-dung-ca-nhan.com,cskh-vib.ho-tro-tin-dung-ca-nhan.com,1,local_blacklist
phish_a064c8dbe62c,http://cskh-vib.nang-han-muc-the-visa.com,cskh-vib.nang-han-muc-the-visa.com,1,local_blacklist
phish_37504556120f,http://ctygiaohangtietkiemm1.com,ctygiaohangtietkiemm1.com,1,local_blacklist
phish_38ac9f20bf94,http://dailyssshopee.com,dailyssshopee.com,1,local_blacklist
phish_82cf64e9d630,http://dich-vu-dien-mayxanh.com,dich-vu-dien-mayxanh.com,1,local_blacklist
phish_49f10ca80e30,http://dich-vu-k9-vib.com,dich-vu-k9-vib.com,1,local_blacklist
phish_4baca34634ad,http://dich-vu-kh-vip-vpbank.com,dich-vu-kh-vip-vpbank.com,1,local_blacklist
phish_6d63cc33b3ff,http://dich-vu-khcn-vvip-vib.com,dich-vu-khcn-vvip-vib.com,1,local_blacklist
phish_4c03ab128507,http://dich-vu-online-vpbank.com,dich-vu-online-vpbank.com,1,local_blacklist
phish_02858f61641c,http://dich-vu-the-ai-vpbank.com,dich-vu-the-ai-vpbank.com,1,local_blacklist
phish_15a2bb63140a,http://dich-vu-the-cashback-vib.com,dich-vu-the-cashback-vib.com,1,local_blacklist
phish_466eef3c3a95,http://dich-vu-the-ez-vpbank.com,dich-vu-the-ez-vpbank.com,1,local_blacklist
legit_08ccf29ab27f,http://admintruong.haiphong.edu.vn,admintruong.haiphong.edu.vn,0,brand_catalog_official_domains
legit_5d814b4b839b,http://aithuong.bathuoc.thanhhoa.gov.vn,aithuong.bathuoc.thanhhoa.gov.vn,0,brand_catalog_official_domains
legit_1f2e33832ea7,http://ats.vietnamtourism.gov.vn,ats.vietnamtourism.gov.vn,0,brand_catalog_official_domains
legit_0fb3d39c129b,http://bancong.bathuoc.thanhhoa.gov.vn,bancong.bathuoc.thanhhoa.gov.vn,0,brand_catalog_official_domains
legit_1c71ee51fdb4,http://baotangdanang.vn,baotangdanang.vn,0,brand_catalog_official_domains
legit_442d45571f18,http://baotonpuluong.vn,baotonpuluong.vn,0,brand_catalog_official_domains
legit_2e8ca7eb4071,http://battrang.gialam.hanoi.gov.vn,battrang.gialam.hanoi.gov.vn,0,brand_catalog_official_domains
legit_5d2feccec84f,http://bdt.dienbien.gov.vn,bdt.dienbien.gov.vn,0,brand_catalog_official_domains
legit_2d459cddfb84,http://benennp.com.vn,benennp.com.vn,0,brand_catalog_official_domains
legit_0add8372f79e,http://benhviendakhoathachthanh.com.vn,benhviendakhoathachthanh.com.vn,0,brand_catalog_official_domains
legit_35a51991f8b5,http://benhviendalieuhanoi.com,benhviendalieuhanoi.com,0,brand_catalog_official_domains
legit_e121535d1890,http://benhvientamthanthanhhoa.org.vn,benhvientamthanthanhhoa.org.vn,0,brand_catalog_official_domains
legit_85977d5890fe,http://benhvienthoxuan.vn,benhvienthoxuan.vn,0,brand_catalog_official_domains
legit_3bae1bf089f1,http://benhvientimhanoi.vn,benhvientimhanoi.vn,0,brand_catalog_official_domains
legit_19c58e240935,http://benhvienungbuouthanhhoa.vn,benhvienungbuouthanhhoa.vn,0,brand_catalog_official_domains
legit_7df0556c7f2d,http://benhvienyduoccotruyenphutho.com,benhvienyduoccotruyenphutho.com,0,brand_catalog_official_domains
legit_cc2bdaf91146,http://binhan-dian.gov.vn,binhan-dian.gov.vn,0,brand_catalog_official_domains
legit_0a0e1317d451,http://binhminh.thixanghison.thanhhoa.gov.vn,binhminh.thixanghison.thanhhoa.gov.vn,0,brand_catalog_official_domains
legit_2287bdb8372e,http://bvdkkvnhkt.org.vn,bvdkkvnhkt.org.vn,0,brand_catalog_official_domains
legit_c7daecf4d45b,http://bvdkmelinh.vn,bvdkmelinh.vn,0,brand_catalog_official_domains
legit_bf39695fbd7a,http://bvdkquanson.com.vn,bvdkquanson.com.vn,0,brand_catalog_official_domains
legit_499022d5ada0,http://bvdksamson.vn,bvdksamson.vn,0,brand_catalog_official_domains
legit_5bca3b67e430,http://bvdktinh.vinhlong.gov.vn,bvdktinh.vinhlong.gov.vn,0,brand_catalog_official_domains
legit_84bfb57c17ff,http://bvdkvinhloc.gov.vn,bvdkvinhloc.gov.vn,0,brand_catalog_official_domains
legit_1aa2386fe009,http://bvdongson.ytethanhhoa.gov.vn,bvdongson.ytethanhhoa.gov.vn,0,brand_catalog_official_domains
legit_81fde2736191,http://bvhoaphu.vinhlong.gov.vn,bvhoaphu.vinhlong.gov.vn,0,brand_catalog_official_domains
legit_b919b19ef888,http://bvkvnghison.vn,bvkvnghison.vn,0,brand_catalog_official_domains
legit_751fbbd87a9d,http://bvnamlienchieu.com,bvnamlienchieu.com,0,brand_catalog_official_domains
legit_2d293012141a,http://bvnhuxuan.ytethanhhoa.gov.vn,bvnhuxuan.ytethanhhoa.gov.vn,0,brand_catalog_official_domains
legit_624739212464,http://bvnongcong.ytethanhhoa.gov.vn,bvnongcong.ytethanhhoa.gov.vn,0,brand_catalog_official_domains
legit_6d03c874b444,http://bvp.vinhlong.gov.vn,bvp.vinhlong.gov.vn,0,brand_catalog_official_domains
legit_e72e421b295a,http://bvqdy.vinhlong.gov.vn,bvqdy.vinhlong.gov.vn,0,brand_catalog_official_domains
legit_e41055a0aca0,http://bvquanhoa.ytethanhhoa.gov.vn,bvquanhoa.ytethanhhoa.gov.vn,0,brand_catalog_official_domains
legit_12a868e7d5f9,http://bvtamthan.vinhlong.gov.vn,bvtamthan.vinhlong.gov.vn,0,brand_catalog_official_domains
legit_63379e186e8d,http://bvydct.vinhlong.gov.vn,bvydct.vinhlong.gov.vn,0,brand_catalog_official_domains
legit_1cb886c4367f,http://c1vthang-nt.khanhhoa.edu.vn,c1vthang-nt.khanhhoa.edu.vn,0,brand_catalog_official_domains
legit_62ff4b917cb2,http://canhantmdt.gdt.gov.vn,canhantmdt.gdt.gov.vn,0,brand_catalog_official_domains
legit_c2ed5a11ed95,http://canhsatpccc.gov.vn,canhsatpccc.gov.vn,0,brand_catalog_official_domains
legit_c6762ef07dc9,http://canhuu-quocoai.thudo.gov.vn,canhuu-quocoai.thudo.gov.vn,0,brand_catalog_official_domains
legit_2c252b8c426e,http://cauloc.hauloc.thanhhoa.gov.vn,cauloc.hauloc.thanhhoa.gov.vn,0,brand_catalog_official_domains
legit_bb4c19846ac0,http://ccatvstp.vinhlong.gov.vn,ccatvstp.vinhlong.gov.vn,0,brand_catalog_official_domains
legit_42b73fbfabe5,http://cddl.edu.vn,cddl.edu.vn,0,brand_catalog_official_domains
legit_6e223cc0b175,http://cdhue.edu.vn,cdhue.edu.vn,0,brand_catalog_official_domains
legit_6d8489bb3937,http://cds.ninhbinh.gov.vn,cds.ninhbinh.gov.vn,0,brand_catalog_official_domains
legit_3a39d99ece90,http://chicucdansothanhhoa.vn,chicucdansothanhhoa.vn,0,brand_catalog_official_domains
legit_9c72fdd5c5cc,http://chicucqlclnltsthanhhoa.gov.vn,chicucqlclnltsthanhhoa.gov.vn,0,brand_catalog_official_domains
legit_a4b0712c5d64,http://chiengsinh.tuangiao.gov.vn,chiengsinh.tuangiao.gov.vn,0,brand_catalog_official_domains
legit_5ad1216b4a9e,http://chora.babe.gov.vn,chora.babe.gov.vn,0,brand_catalog_official_domains
legit_c354e24b9a63,http://cobi.gialam.hanoi.gov.vn,cobi.gialam.hanoi.gov.vn,0,brand_catalog_official_domains
legit_3f3bbf2a8ffe,http://codong.sontay.hanoi.gov.vn,codong.sontay.hanoi.gov.vn,0,brand_catalog_official_domains
legit_416a090e42ae,http://congantp.thainguyen.gov.vn,congantp.thainguyen.gov.vn,0,brand_catalog_official_domains
legit_0c5e3a442c47,http://congbao.quangtri.gov.vn,congbao.quangtri.gov.vn,0,brand_catalog_official_domains
legit_f6b25afd4754,http://congchinh.nongcong.thanhhoa.gov.vn,congchinh.nongcong.thanhhoa.gov.vn,0,brand_catalog_official_domains
legit_165f29eb5721,http://congdoanbrvt.org.vn,congdoanbrvt.org.vn,0,brand_catalog_official_domains
legit_f8cda2de08a5,http://congdoandienbien.org.vn,congdoandienbien.org.vn,0,brand_catalog_official_domains
legit_e00bcbd7f6b6,http://congdoantphochiminh.org.vn,congdoantphochiminh.org.vn,0,brand_catalog_official_domains
legit_3087591f53b1,http://conghoa-quocoai.thudo.gov.vn,conghoa-quocoai.thudo.gov.vn,0,brand_catalog_official_domains
legit_43ea65aaefaa,http://congliem.nongcong.thanhhoa.gov.vn,congliem.nongcong.thanhhoa.gov.vn,0,brand_catalog_official_domains
legit_ffbe37980842,http://congtacxahoi.thanhhoa.gov.vn,congtacxahoi.thanhhoa.gov.vn,0,brand_catalog_official_domains
legit_9ec8488769fc,http://consosukien.vn,consosukien.vn,0,brand_catalog_official_domains
legit_2f34c967d92f,http://csdlbcvt.quangngai.gov.vn,csdlbcvt.quangngai.gov.vn,0,brand_catalog_official_domains
legit_68b405d72306,http://csdldpi.danang.gov.vn,csdldpi.danang.gov.vn,0,brand_catalog_official_domains
legit_06885cfed6f5,http://csdlpctt.quangngai.gov.vn,csdlpctt.quangngai.gov.vn,0,brand_catalog_official_domains
legit_7cece3335db1,http://csdlsxd.danang.gov.vn,csdlsxd.danang.gov.vn,0,brand_catalog_official_domains
legit_8300b166e99f,http://ctk.bacninh.gov.vn,ctk.bacninh.gov.vn,0,brand_catalog_official_domains
legit_bce0240d036b,http://ctkyenbai.gso.gov.vn,ctkyenbai.gso.gov.vn,0,brand_catalog_official_domains
legit_aab2fad61b15,http://cucthongke.quangtri.gov.vn,cucthongke.quangtri.gov.vn,0,brand_catalog_official_domains
legit_3fc160c76dfe,http://cucthongkedaklak.gso.gov.vn,cucthongkedaklak.gso.gov.vn,0,brand_catalog_official_domains
legit_1a068571d191,http://cucthongkehanam.gso.gov.vn,cucthongkehanam.gso.gov.vn,0,brand_catalog_official_domains
legit_bc0dfdc4b31d,http://cucthongkehanoi.gso.gov.vn,cucthongkehanoi.gso.gov.vn,0,brand_catalog_official_domains
legit_b2c081e3a0d5,http://cucthongkehatinh.gso.gov.vn,cucthongkehatinh.gso.gov.vn,0,brand_catalog_official_domains
legit_24a2155ca054,http://cucthongkelangson.gov.vn,cucthongkelangson.gov.vn,0,brand_catalog_official_domains
legit_e726424d7b51,http://cucthongkequangninh.gso.gov.vn,cucthongkequangninh.gso.gov.vn,0,brand_catalog_official_domains
legit_733e4b0ca411,http://cucthongkethainguyen.gso.gov.vn,cucthongkethainguyen.gso.gov.vn,0,brand_catalog_official_domains
legit_5aff392870ac,http://cucthongkethuathienhue.gso.gov.vn,cucthongkethuathienhue.gso.gov.vn,0,brand_catalog_official_domains
